	total count	max temp	mean temp	min temp	snow on grnd (cm)	total precip (mm)	total rain (mm)	total snow (cm)	class	day	month	year
12029	1984	22.7	19.7	16.7	0.0	16.6	16.6	0.0	less than 2000	29	12	2012
8444	118	14.0	10.5	7.0	0.0	1.0	1.0	0.0	less than 2000	1	2	2014
9569	2515	22.2	20.0	17.8	0.0	2.2	2.2	0.0	2000 to 10000	13	7	2018
3608	980	32.8	25.3	17.8	0.0	0.0	0.0	0.0	less than 2000	25	8	2012
13234	881	7.6	3.2	-1.3	0.0	0.0	0.0	0.0	less than 2000	14	1	2014
13944	61	7.6	0.3	-7.1	11.0	4.5	4.5	0.0	less than 2000	7	2	2014
21099	197	-7.0	-8.5	-10.0	11.0	0.0	0.0	0.0	less than 2000	11	7	2013
11127	127	4.2	-2.4	-8.9	25.0	1.8	0.0	2.0	less than 2000	2	7	2015
2008	152	15.2	12.9	10.5	0.0	5.5	5.5	0.0	less than 2000	3	7	2011
10119	88	5.8	3.5	1.1	0.0	0.0	0.0	0.0	less than 2000	7	2	2011
17891	180	3.0	1.8	0.5	35.0	3.0	3.0	0.0	less than 2000	2	6	2013
21778	1297	24.0	18.5	13.0	0.0	0.0	0.0	0.0	less than 2000	21	8	2011
7312	1	1.1	-2.7	-6.5	13.0	0.0	0.0	0.0	less than 2000	18	1	2018
10695	0	0.0	-7.8	-15.5	9.0	0.2	0.0	0.5	less than 2000	26	6	2018
14493	13	12.5	4.8	-3.0	0.0	8.0	8.0	0.0	less than 2000	9	11	2013
9731	193	17.2	11.7	6.2	0.0	0.0	0.0	0.0	less than 2000	26	5	2016
16045	1623	28.5	22.3	16.0	0.0	13.8	13.8	0.0	less than 2000	11	3	2017
20336	151	1.5	0.0	-1.5	0.0	0.0	0.0	0.0	less than 2000	24	12	2014
7726	36	-10.2	-13.7	-17.1	26.0	0.0	0.0	0.0	less than 2000	29	8	2015
21363	654	15.0	6.3	-2.5	0.0	0.0	0.0	0.0	less than 2000	23	8	2014
18683	770	26.0	19.0	12.0	0.0	5.4	5.4	0.0	less than 2000	2	4	2015
3871	1476	27.9	21.5	15.0	0.0	0.2	0.2	0.0	less than 2000	9	8	2013
15228	273	17.0	13.5	10.0	0.0	2.6	2.6	0.0	less than 2000	24	10	2018
12176	2289	28.0	22.0	16.0	0.0	0.0	0.0	0.0	2000 to 10000	15	8	2016
1338	1707	24.5	19.8	15.0	0.0	4.2	4.2	0.0	less than 2000	5	12	2017
15595	1071	32.5	27.8	23.0	0.0	0.0	0.0	0.0	less than 2000	9	4	2018
14610	432	1.5	-1.8	-5.0	0.0	16.4	2.0	18.0	less than 2000	26	7	2018
518	1623	24.5	15.5	6.5	0.0	0.0	0.0	0.0	less than 2000	14	4	2012
3618	743	33.6	25.5	17.3	0.0	0.0	0.0	0.0	less than 2000	10	11	2018
9835	254	15.0	10.5	5.9	0.0	8.8	8.8	0.0	less than 2000	6	4	2013
22375	3148	23.0	21.3	19.5	0.0	0.0	0.0	0.0	2000 to 10000	23	1	2014
4470	258	7.1	1.1	-5.0	0.0	0.0	0.0	0.0	less than 2000	16	1	2014
5582	1734	23.0	13.9	4.7	0.0	2.4	2.4	0.0	less than 2000	22	8	2011
20376	1033	-6.0	-7.0	-8.0	6.0	0.0	0.0	0.0	less than 2000	18	2	2018
13835	68	-5.1	-8.7	-12.2	10.0	0.0	0.0	0.0	less than 2000	9	6	2013
22673	1209	12.0	10.3	8.5	0.0	0.0	0.0	0.0	less than 2000	30	6	2013
11538	2336	27.1	17.7	8.3	0.0	0.0	0.0	0.0	2000 to 10000	25	7	2015
17842	88	2.0	-4.8	-11.5	0.0	1.4	1.4	0.0	less than 2000	4	6	2014
7114	67	2.8	-3.7	-10.1	0.0	0.0	0.0	0.0	less than 2000	30	3	2015
11651	1783	15.3	9.5	3.7	0.0	0.0	0.0	0.0	less than 2000	23	9	2014
4726	217	5.6	3.2	0.8	30.0	9.0	9.0	0.0	less than 2000	14	10	2016
9214	2233	23.9	20.6	17.2	0.0	0.0	0.0	0.0	2000 to 10000	31	1	2018
8752	2632	23.5	17.2	10.9	0.0	0.0	0.0	0.0	2000 to 10000	12	9	2013
12787	2529	16.6	13.6	10.6	0.0	0.0	0.0	0.0	2000 to 10000	17	5	2018
7729	1	-10.2	-13.7	-17.1	26.0	0.0	0.0	0.0	less than 2000	21	12	2017
21091	65	1.5	-0.3	-2.0	12.0	0.0	0.0	0.0	less than 2000	14	10	2014
18689	855	19.0	15.5	12.0	0.0	0.0	0.0	0.0	less than 2000	14	4	2017
10778	0	-7.8	-17.0	-26.1	16.0	0.6	0.0	1.5	less than 2000	30	8	2018
15510	3590	29.0	21.8	14.5	0.0	0.0	0.0	0.0	2000 to 10000	13	9	2016
17494	128	-10.5	-13.5	-16.5	23.0	0.0	0.0	0.0	less than 2000	25	3	2016
19986	764	23.5	20.5	17.5	0.0	1.0	1.0	0.0	less than 2000	28	4	2015
18219	166	-1.5	-6.5	-11.5	25.0	0.0	0.0	0.0	less than 2000	16	8	2013
2264	166	6.1	3.5	0.9	0.0	0.8	0.8	0.0	less than 2000	22	9	2018
4613	18	1.3	0.7	0.0	5.0	0.0	0.0	0.0	less than 2000	3	8	2016
5857	515	25.0	22.0	19.0	0.0	5.1	5.1	0.0	less than 2000	27	2	2013
1130	377	13.2	4.6	-4.1	0.0	0.0	0.0	0.0	less than 2000	25	8	2015
6358	1317	29.6	23.4	17.2	0.0	0.0	0.0	0.0	less than 2000	3	11	2015
3273	695	26.1	15.1	4.1	0.0	3.2	3.2	0.0	less than 2000	19	6	2010
5394	934	22.2	12.6	3.0	0.0	0.0	0.0	0.0	less than 2000	25	10	2012
22283	1434	27.0	22.5	18.0	0.0	1.4	1.4	0.0	less than 2000	10	3	2018
22419	2251								2000 to 10000	21	1	2018
15493	1540	21.5	18.0	14.5	0.0	0.0	0.0	0.0	less than 2000	15	8	2014
7577	2	-14.0	-16.0	-17.9	29.0	0.0	0.0	0.0	less than 2000	9	8	2016
6755	620	23.0	16.0	9.0	0.0	22.3	22.3	0.0	less than 2000	14	10	2013
2218	341	1.1	-4.3	-9.6	0.0	6.4	0.0	6.4	less than 2000	4	8	2011
5111	0	1.5	-5.3	-12.0	34.0	3.0	0.0	3.0	less than 2000	3	12	2016
11482	580	21.6	13.8	5.9	0.0	0.0	0.0	0.0	less than 2000	28	6	2011
15236	275	13.0	10.8	8.5	0.0	0.0	0.0	0.0	less than 2000	30	7	2016
14474	131	0.0	-3.0	-6.0	4.0	0.0	0.0	0.0	less than 2000	7	6	2013
19052	3037	22.5	17.3	12.0	0.0	0.0	0.0	0.0	2000 to 10000	24	10	2014
22878	9	2.5	1.5	0.5	7.0	16.6	15.6	2.0	less than 2000	24	4	2015
16310	2725	20.0	14.0	8.0	0.0	0.0	0.0	0.0	2000 to 10000	22	1	2013
13160	599	10.9	7.7	4.5	0.0	0.0	0.0	0.0	less than 2000	7	5	2014
17677	499	-9.5	-12.0	-14.5	33.0	0.0	0.0	0.0	less than 2000	7	2	2011
10766	14	-14.3	-17.4	-20.4	14.0	1.5	0.0	3.0	less than 2000	6	12	2016
5966	655	33.3	27.6	21.8	0.0	26.0	26.0	0.0	less than 2000	30	9	2016
22071	840	26.0	21.8	17.5	0.0	1.4	1.4	0.0	less than 2000	30	10	2017
5999	432	25.4	18.0	10.6	0.0	0.0	0.0	0.0	less than 2000	13	8	2012
20719	27	3.0	-2.0	-7.0	18.0	6.4	1.0	5.0	less than 2000	10	8	2016
9540	2114	25.2	20.5	15.8	0.0	0.0	0.0	0.0	2000 to 10000	1	4	2010
7097	279	4.8	1.9	-1.0	0.0	2.8	2.8	0.0	less than 2000	19	10	2017
22179	682	27.5	20.3	13.0	0.0	0.0	0.0	0.0	less than 2000	17	12	2012
5147	0	0.0	-3.6	-7.1	45.0	1.2	0.0	1.7	less than 2000	25	9	2018
12752	1004	18.2	14.3	10.3	0.0	0.0	0.0	0.0	less than 2000	5	3	2017
601	0	18.0	13.8	9.5	0.0	0.0	0.0	0.0	less than 2000	14	7	2016
3167	151	9.8	6.4	2.9	0.0	0.0	0.0	0.0	less than 2000	16	8	2016
3494	2674	25.4	18.7	12.0	0.0	0.0	0.0	0.0	2000 to 10000	18	1	2017
4757	201	9.8	-6.9	-23.5	24.0	6.2	0.0	8.3	less than 2000	29	3	2016
20629	96	10.5	2.8	-5.0	31.0	7.2	7.2	0.0	less than 2000	13	1	2017
12023	86	24.2	18.6	12.9	0.0	3.0	3.0	0.0	less than 2000	3	6	2012
22742	142	5.5	2.3	-1.0	0.0	0.0	0.0	0.0	less than 2000	12	6	2014
9152	986	28.3	22.6	16.9	0.0	0.0	0.0	0.0	less than 2000	9	2	2012
2310	320	2.5	-0.2	-2.9	0.0	0.3	0.0	0.6	less than 2000	6	4	2010
12285	819	30.3	25.7	21.1	0.0	0.0	0.0	0.0	less than 2000	26	1	2018
2671	6	0.7	-8.2	-17.0	27.0	0.0	0.0	0.0	less than 2000	18	9	2016
16648	580	10.0	6.5	3.0	0.0	0.4	0.4	0.0	less than 2000	7	5	2016
7151	246	14.0	7.8	1.5	0.0	7.8	7.8	0.0	less than 2000	10	2	2017
20417	309	4.5	2.3	0.0	0.0	0.0	0.0	0.0	less than 2000	30	11	2013
6489	902	22.0	17.4	12.8	0.0	0.0	0.0	0.0	less than 2000	13	3	2011
3381	473	30.0	20.9	11.7	0.0	12.0	12.0	0.0	less than 2000	21	9	2014
2296	161	0.3	-0.6	-1.4	1.0	0.0	0.0	0.0	less than 2000	6	10	2016
1896	290	25.4	20.1	14.8	0.0	0.0	0.0	0.0	less than 2000	27	7	2016
20672	11	-5.0	-11.5	-18.0	14.0	0.0	0.0	0.0	less than 2000	30	6	2010
10184	137	-3.2	-5.1	-7.0	4.0	0.2	0.0	0.5	less than 2000	20	9	2014
10743	9	-10.0	-11.5	-12.9	20.0	0.0	0.0	0.0	less than 2000	17	1	2017
5757	704	31.8	26.1	20.3	0.0	4.0	4.0	0.0	less than 2000	12	4	2016
1498	1087	27.8	23.9	19.9	0.0	0.0	0.0	0.0	less than 2000	1	4	2013
7640	48	0.0	-2.6	-5.2	19.0	0.4	0.0	1.0	less than 2000	20	2	2018
21869	971	35.5	29.3	23.0	0.0	0.0	0.0	0.0	less than 2000	26	10	2016
6393	596	24.5	20.8	17.0	0.0	0.0	0.0	0.0	less than 2000	16	7	2015
10057	255	8.7	3.5	-1.8	0.0	0.0	0.0	0.0	less than 2000	13	12	2014
8421	419	14.2	9.9	5.5	0.0	2.0	2.0	0.0	less than 2000	13	10	2018
15886	778	30.0	23.0	16.0	0.0	6.2	6.2	0.0	less than 2000	23	10	2018
2014	532	14.9	11.4	7.8	0.0	0.3	0.3	0.0	less than 2000	14	1	2017
17156	1762	4.0	-4.5	-13.0	25.0	11.8	3.0	8.8	less than 2000	26	3	2017
11196	50	-1.8	-7.4	-13.0	20.0	0.0	0.0	0.0	less than 2000	11	9	2018
20515	264	5.0	-2.5	-10.0	19.0	1.6	0.8	1.0	less than 2000	8	4	2010
9587	946	21.0	15.1	9.2	0.0	0.0	0.0	0.0	less than 2000	28	12	2013
14186	107	1.5	0.2	-1.2	24.0	2.2	1.4	1.0	less than 2000	11	10	2011
5158	87	3.1	-1.2	-5.5	45.0	0.0	0.0	0.0	less than 2000	18	7	2013
2281	146	2.5	-3.4	-9.2	1.0	0.0	0.0	0.0	less than 2000	12	1	2012
2788	65	5.6	2.6	-0.5	18.0	0.0	0.0	0.0	less than 2000	1	9	2015
15278	1008	29.5	20.3	11.0	0.0	0.0	0.0	0.0	less than 2000	14	3	2017
6732	2451	19.5	16.0	12.5	0.0	0.0	0.0	0.0	2000 to 10000	21	3	2016
12539	2108	22.0	15.1	8.1	0.0	0.0	0.0	0.0	2000 to 10000	25	4	2015
22718	1767	5.0	0.5	-4.0	0.0	0.0	0.0	0.0	less than 2000	26	1	2013
19372	2189	17.5	15.8	14.0	0.0	44.0	44.0	0.0	2000 to 10000	24	6	2012
21044	308	2.0	-1.3	-4.5	12.0	0.4	0.0	1.0	less than 2000	7	10	2012
21276	1394	7.0	2.0	-3.0	0.0	0.0	0.0	0.0	less than 2000	13	10	2011
13501	224	8.7	4.5	0.2	0.0	10.8	10.8	0.0	less than 2000	3	11	2014
19778	1712	26.5	19.0	11.5	0.0	0.0	0.0	0.0	less than 2000	29	5	2012
9134	829	26.0	19.5	12.9	0.0	0.0	0.0	0.0	less than 2000	30	4	2013
22320	1781	23.0	16.8	10.5	0.0	0.0	0.0	0.0	less than 2000	18	3	2015
12279	1945	30.3	25.7	21.1	0.0	0.0	0.0	0.0	less than 2000	11	2	2017
1128	835	9.6	2.2	-5.3	0.0	0.0	0.0	0.0	less than 2000	18	7	2018
556	0	27.6	23.5	19.4	0.0	0.0	0.0	0.0	less than 2000	22	8	2017
16542	524	17.0	11.5	6.0	0.0	3.8	3.8	0.0	less than 2000	9	3	2017
20371	43	-0.5	-2.8	-5.0	0.0	2.6	0.0	6.4	less than 2000	31	5	2014
18200	138	-5.0	-8.0	-11.0	26.0	0.2	0.0	1.0	less than 2000	27	7	2018
6694	508	23.4	19.6	15.7	0.0	0.0	0.0	0.0	less than 2000	12	12	2013
6112	1076	24.0	19.0	14.0	0.0	0.0	0.0	0.0	less than 2000	9	3	2017
4980	63	0.3	-1.6	-3.5	32.0	2.0	0.0	1.8	less than 2000	26	4	2011
820	148	9.9	6.0	2.1	0.0	17.8	17.8	0.0	less than 2000	19	12	2016
3987	856	26.0	23.0	19.9	0.0	13.8	13.8	0.0	less than 2000	30	10	2014
11342	363	16.8	10.8	4.8	0.0	0.0	0.0	0.0	less than 2000	15	8	2016
11486	1348	18.2	12.2	6.2	0.0	0.0	0.0	0.0	less than 2000	20	6	2016
14479	36	6.0	-1.3	-8.5	4.0	0.0	0.0	0.0	less than 2000	31	10	2011
20275	1377	2.5	0.8	-1.0	0.0	0.0	0.0	0.0	less than 2000	5	1	2017
21118	88	-3.0	-7.8	-12.5	11.0	0.0	0.0	0.0	less than 2000	23	7	2010
4966	4	-2.9	-9.4	-15.8	32.0	0.0	0.0	0.0	less than 2000	3	11	2018
11530	1328	24.0	14.2	4.4	0.0	0.0	0.0	0.0	less than 2000	27	9	2015
7030	182	4.1	-1.0	-6.0	0.0	0.0	0.0	0.0	less than 2000	14	5	2018
21982	1480	29.0	25.3	21.5	0.0	0.0	0.0	0.0	less than 2000	25	7	2016
8091	249	2.0	-0.7	-3.4	35.0	1.8	0.0	2.0	less than 2000	23	4	2014
12321	947	24.6	21.1	17.6	0.0	0.4	0.4	0.0	less than 2000	11	9	2016
3229	1315	17.7	11.4	5.0	0.0	0.0	0.0	0.0	less than 2000	29	4	2017
11721	1392	27.9	23.7	19.5	0.0	0.2	0.2	0.0	less than 2000	25	6	2017
11646	1273	25.8	21.9	17.9	0.0	0.0	0.0	0.0	less than 2000	15	4	2015
640	2177	18.2	11.6	5.0	0.0	0.4	0.4	0.0	2000 to 10000	4	7	2013
20283	387	7.0	1.0	-5.0	0.0	0.0	0.0	0.0	less than 2000	9	6	2014
16576	874	14.0	5.8	-2.5	0.0	0.0	0.0	0.0	less than 2000	25	9	2011
3907	1766	27.0	19.5	12.0	0.0	0.2	0.2	0.0	less than 2000	28	12	2013
14994	2930	17.0	11.3	5.5	0.0	0.0	0.0	0.0	2000 to 10000	23	11	2011
6356	1440	29.6	23.4	17.2	0.0	0.0	0.0	0.0	less than 2000	10	6	2016
10818	15	-12.7	-14.9	-17.0	27.0	1.9	0.0	2.5	less than 2000	27	5	2014
7356	113	-5.0	-5.8	-6.5	6.0	0.0	0.0	0.0	less than 2000	8	7	2015
18121	248	-0.5	-2.8	-5.0	13.0	0.0	0.0	0.0	less than 2000	30	11	2012
19741	2420	16.5	13.5	10.5	0.0	1.2	1.2	0.0	2000 to 10000	5	9	2017
5912	4614	29.5	20.8	12.0	0.0	0.0	0.0	0.0	2000 to 10000	14	10	2012
14263	468	-3.8	-13.7	-23.5	34.0	0.0	0.0	0.0	less than 2000	19	3	2015
9505	1498	26.0	21.0	16.0	0.0	1.2	1.2	0.0	less than 2000	1	7	2014
18157	992	-11.0	-14.5	-18.0	11.0	0.0	0.0	0.0	less than 2000	7	12	2017
9151	662	28.3	22.6	16.9	0.0	0.0	0.0	0.0	less than 2000	28	3	2016
15532	684	28.5	25.3	22.0	0.0	6.0	6.0	0.0	less than 2000	5	6	2010
6357	1194	29.6	23.4	17.2	0.0	0.0	0.0	0.0	less than 2000	19	6	2018
12247	1716	29.1	24.2	19.2	0.0	0.0	0.0	0.0	less than 2000	9	8	2015
18722	1385	14.0	9.0	4.0	0.0	0.0	0.0	0.0	less than 2000	21	2	2015
22049	1056	29.5	24.3	19.0	0.0	2.2	2.2	0.0	less than 2000	24	2	2017
12479	2448	24.8	20.5	16.2	0.0	0.0	0.0	0.0	2000 to 10000	7	3	2017
16378	1035	14.0	11.5	9.0	0.0	0.0	0.0	0.0	less than 2000	30	4	2012
16249	2361	21.5	16.0	10.5	0.0	0.0	0.0	0.0	2000 to 10000	15	3	2018
6115	1001	24.0	19.0	14.0	0.0	0.0	0.0	0.0	less than 2000	11	9	2014
22000	808	30.0	20.0	10.0	0.0	0.0	0.0	0.0	less than 2000	2	8	2018
7098	47	4.8	1.9	-1.0	0.0	2.8	2.8	0.0	less than 2000	4	3	2015
19337	860	28.0	22.8	17.5	0.0	0.0	0.0	0.0	less than 2000	2	1	2017
12319	659	24.6	21.1	17.6	0.0	0.4	0.4	0.0	less than 2000	18	3	2017
2116	797	11.5	9.0	6.5	0.0	2.4	2.4	0.0	less than 2000	12	2	2017
10323	61	0.8	-2.9	-6.5	1.0	0.0	0.0	0.0	less than 2000	12	6	2016
17426	2	1.0	0.5	0.0	23.0	0.4	0.4	0.0	less than 2000	2	8	2011
8481	553	13.0	8.9	4.8	0.0	0.0	0.0	0.0	less than 2000	13	4	2018
818	143	8.7	3.5	-1.8	0.0	23.8	23.8	0.0	less than 2000	7	7	2015
21059	298	1.5	-1.0	-3.5	7.0	0.0	0.0	0.0	less than 2000	15	10	2013
7099	105	4.8	1.9	-1.0	0.0	2.8	2.8	0.0	less than 2000	9	5	2013
21762	2701	30.5	22.3	14.0	0.0	0.0	0.0	0.0	2000 to 10000	10	3	2010
9316	2169	28.5	21.3	14.0	0.0	0.0	0.0	0.0	2000 to 10000	28	9	2018
20547	2	-5.5	-7.3	-9.0	22.0	0.4	0.0	1.0	less than 2000	26	4	2016
20677	0	-4.0	-5.5	-7.0	13.0	0.0	0.0	0.0	less than 2000	8	10	2018
19650	1139	23.0	16.5	10.0	0.0	0.0	0.0	0.0	less than 2000	26	10	2011
9694	485	15.5	7.4	-0.7	0.0	0.0	0.0	0.0	less than 2000	17	9	2014
8078	6	3.2	-2.6	-8.3	36.0	9.6	5.6	3.0	less than 2000	19	8	2014
15318	1953	22.0	18.5	15.0	0.0	0.0	0.0	0.0	less than 2000	1	9	2016
19211	2212	26.0	19.3	12.5	0.0	0.0	0.0	0.0	2000 to 10000	23	5	2013
2504	56	-5.9	-9.5	-13.0	10.0	0.5	0.2	0.3	less than 2000	31	12	2015
10410	134	-0.6	-1.4	-2.2	7.0	0.0	0.0	0.0	less than 2000	25	7	2018
2551	50	-10.5	-12.2	-13.8	22.0	0.0	0.0	0.0	less than 2000	23	10	2018
22800	335	8.0	5.0	2.0	0.0	0.0	0.0	0.0	less than 2000	9	3	2016
4900	1	-3.9	-14.0	-24.0	36.0	0.0	0.0	0.0	less than 2000	11	9	2017
2185	1110	13.1	9.1	5.0	0.0	0.0	0.0	0.0	less than 2000	30	1	2017
7465	1	-6.0	-7.1	-8.2	32.0	0.0	0.0	0.0	less than 2000	27	8	2017
3966	2377	27.6	23.0	18.4	0.0	2.4	2.4	0.0	2000 to 10000	27	4	2018
9482	2276	23.4	20.7	18.0	0.0	0.0	0.0	0.0	2000 to 10000	21	6	2017
16698	234	0.5	-1.3	-3.0	5.0	0.0	0.0	0.0	less than 2000	25	4	2013
6446	668	21.0	12.9	4.8	0.0	0.0	0.0	0.0	less than 2000	21	1	2016
18661	700	14.0	8.8	3.5	0.0	2.6	2.6	0.0	less than 2000	19	8	2018
13618	0	0.3	-0.3	-0.8	0.0	0.0	0.0	0.0	less than 2000	1	4	2013
153	246	4.5	-0.3	-5.1	9.0	0.0	0.0	0.0	less than 2000	6	12	2010
6949	987	7.8	5.4	3.0	0.0	0.8	0.8	0.0	less than 2000	20	7	2018
22944	135	-5.0	-7.3	-9.5	7.0	0.0	0.0	0.0	less than 2000	6	9	2013
22830	150	-4.5	-8.8	-13.0	2.0	6.0	0.0	4.0	less than 2000	12	12	2012
13399	327	4.6	2.3	0.0	0.0	0.0	0.0	0.0	less than 2000	14	3	2017
7158	298	10.2	7.8	5.3	0.0	0.5	0.5	0.0	less than 2000	30	3	2013
18152	0	-14.0	-17.0	-20.0	11.0	0.0	0.0	0.0	less than 2000	14	10	2015
16926	0	0.0	-10.0	-20.0	20.0	0.0	0.0	0.0	less than 2000	28	7	2017
15246	2201	25.0	16.5	8.0	0.0	0.0	0.0	0.0	2000 to 10000	20	1	2014
7073	981	3.0	-0.3	-3.5	0.0	10.8	10.8	0.0	less than 2000	6	6	2016
7447	109	-5.0	-6.3	-7.5	27.0	18.0	6.0	12.0	less than 2000	19	2	2014
8850	996	28.0	20.3	12.5	0.0	18.2	18.2	0.0	less than 2000	25	3	2016
15139	1387	24.0	19.5	15.0	0.0	0.4	0.4	0.0	less than 2000	15	12	2014
2045	304	12.2	9.8	7.4	0.0	3.2	3.2	0.0	less than 2000	27	2	2017
2889	344	1.3	-2.1	-5.4	10.0	1.8	0.0	2.0	less than 2000	19	1	2016
1248	458	13.9	10.7	7.5	0.0	1.9	1.9	0.0	less than 2000	27	3	2013
3088	556	16.5	8.9	1.3	0.0	0.0	0.0	0.0	less than 2000	18	4	2015
4000	1678	28.1	23.1	18.1	0.0	0.0	0.0	0.0	less than 2000	7	9	2016
2200	648	5.0	1.0	-3.0	0.0	0.0	0.0	0.0	less than 2000	19	8	2013
11556	2359	28.8	22.4	16.0	0.0	0.8	0.8	0.0	2000 to 10000	1	11	2017
4081	233	18.9	16.7	14.4	0.0	27.3	27.3	0.0	less than 2000	5	7	2013
2592	133	3.2	1.6	0.0	19.0	0.0	0.0	0.0	less than 2000	5	2	2012
18597	496	7.0	5.8	4.5	0.0	0.0	0.0	0.0	less than 2000	22	4	2018
5120	159	-5.5	-11.0	-16.5	37.0	0.0	0.0	0.0	less than 2000	28	4	2017
13703	187	1.3	-8.2	-17.7	17.0	0.0	0.0	0.0	less than 2000	24	4	2016
17053	76	0.5	-1.8	-4.0	23.0	24.2	17.2	7.0	less than 2000	27	7	2017
18564	1485	13.5	7.3	1.0	0.0	0.0	0.0	0.0	less than 2000	30	1	2012
16790	219	2.0	0.0	-2.0	0.0	6.0	0.0	6.0	less than 2000	21	6	2016
8225	2	10.2	3.4	-3.5	20.0	16.9	16.9	0.0	less than 2000	27	12	2010
2756	26	2.0	-1.7	-5.3	20.0	0.0	0.0	0.0	less than 2000	23	5	2012
19828	820	28.0	20.5	13.0	0.0	0.0	0.0	0.0	less than 2000	19	8	2015
16479	514	6.5	3.3	0.0	0.0	0.0	0.0	0.0	less than 2000	12	5	2012
15167	249	20.5	17.3	14.0	0.0	24.0	24.0	0.0	less than 2000	13	9	2013
20036	422	22.0	17.8	13.5	0.0	7.0	7.0	0.0	less than 2000	4	10	2011
11822	2043	23.8	14.2	4.5	0.0	20.2	20.2	0.0	2000 to 10000	3	1	2013
16212	697	17.5	14.3	11.0	0.0	0.0	0.0	0.0	less than 2000	7	1	2016
13902	4	-2.2	-5.0	-7.8	8.0	0.0	0.0	0.0	less than 2000	22	7	2014
6395	1320	26.5	21.5	16.5	0.0	0.0	0.0	0.0	less than 2000	21	1	2017
14413	138	0.1	-4.9	-9.8	0.0	0.0	0.0	0.0	less than 2000	14	5	2016
1765	239	30.3	25.8	21.2	0.0	7.2	7.2	0.0	less than 2000	25	5	2016
21476	1095	23.0	13.3	3.5	0.0	0.0	0.0	0.0	less than 2000	28	3	2016
22880	101	1.5	0.5	-0.5	5.0	5.8	0.0	6.0	less than 2000	28	1	2016
15014	1898	24.5	15.3	6.0	0.0	0.0	0.0	0.0	less than 2000	2	12	2011
9133	1959	26.0	19.5	12.9	0.0	0.0	0.0	0.0	less than 2000	21	6	2014
7054	545	6.2	4.9	3.5	0.0	0.0	0.0	0.0	less than 2000	17	3	2017
843	14	0.8	-4.0	-8.8	0.0	2.3	1.0	1.3	less than 2000	19	7	2015
1320	2092	24.1	18.9	13.6	0.0	0.0	0.0	0.0	2000 to 10000	30	11	2014
4376	596	4.6	2.7	0.7	0.0	0.0	0.0	0.0	less than 2000	31	10	2016
16000	1939	20.0	16.3	12.5	0.0	0.0	0.0	0.0	less than 2000	16	9	2017
20384	1148	11.5	0.3	-11.0	6.0	0.4	0.4	0.0	less than 2000	8	5	2015
10238	147	5.6	4.8	4.0	0.0	0.0	0.0	0.0	less than 2000	13	2	2013
1631	1629	24.0	19.4	14.8	0.0	2.3	2.3	0.0	less than 2000	29	1	2016
10748	0	-10.0	-11.5	-12.9	20.0	0.0	0.0	0.0	less than 2000	8	5	2011
2858	42	-8.8	-10.1	-11.3	24.0	0.0	0.0	0.0	less than 2000	28	8	2018
14099	12	-3.8	-7.8	-11.8	14.0	35.3	0.0	37.0	less than 2000	6	5	2016
22137	989	32.0	26.5	21.0	0.0	25.2	25.2	0.0	less than 2000	29	3	2013
6443	1987	21.0	12.9	4.8	0.0	0.0	0.0	0.0	less than 2000	30	3	2018
322	1218	17.5	10.0	2.5	0.0	0.3	0.3	0.0	less than 2000	15	2	2017
12480	956	24.8	20.5	16.2	0.0	0.0	0.0	0.0	less than 2000	6	9	2018
14297	51	5.8	1.6	-2.7	34.0	0.7	0.7	0.0	less than 2000	20	12	2014
11350	1310	13.2	8.3	3.4	0.0	0.0	0.0	0.0	less than 2000	1	9	2012
10416	121	-5.2	-7.0	-8.8	7.0	0.0	0.0	0.0	less than 2000	30	6	2016
5976	628	27.5	24.3	21.0	0.0	0.0	0.0	0.0	less than 2000	28	7	2018
19374	502	17.5	15.8	14.0	0.0	44.0	44.0	0.0	less than 2000	1	10	2018
5665	789	25.9	19.4	12.9	0.0	20.4	20.4	0.0	less than 2000	25	11	2011
10521	0	-2.5	-5.0	-7.5	0.0	0.0	0.0	0.5	less than 2000	15	11	2011
9980	1559	13.9	9.3	4.7	0.0	0.0	0.0	0.0	less than 2000	23	10	2013
10556	16	-16.0	-17.0	-18.0	8.0	0.0	0.0	0.0	less than 2000	31	8	2013
19831	2204	27.5	21.5	15.5	0.0	0.0	0.0	0.0	2000 to 10000	7	2	2012
3675	1892	31.3	25.5	19.7	0.0	0.2	0.2	0.0	less than 2000	21	10	2014
14655	96	6.0	1.8	-2.5	5.0	7.0	7.0	0.0	less than 2000	2	1	2011
14003	11	-3.7	-5.1	-6.4	5.0	0.0	0.0	0.0	less than 2000	24	10	2011
2973	210	6.1	5.3	4.5	0.0	3.8	3.8	0.0	less than 2000	15	7	2011
20920	44	4.0	2.5	1.0	20.0	13.0	13.0	0.0	less than 2000	11	2	2016
22192	1314	28.5	22.3	16.0	0.0	0.0	0.0	0.0	less than 2000	28	3	2012
20272	958	2.5	0.8	-1.0	0.0	0.0	0.0	0.0	less than 2000	19	9	2014
13217	490	8.8	7.4	6.0	0.0	5.1	5.1	0.0	less than 2000	16	4	2016
15586	2017	31.5	22.8	14.0	0.0	0.0	0.0	0.0	2000 to 10000	19	6	2014
12576	628	25.3	21.1	16.9	0.0	0.0	0.0	0.0	less than 2000	4	8	2016
13018	966	11.2	7.0	2.7	0.0	4.2	4.2	0.0	less than 2000	7	11	2015
