	total count	max temp	mean temp	min temp	snow on grnd (cm)	total precip (mm)	total rain (mm)	total snow (cm)	class	day	month	year
3286	2279	24.5	16.4	8.2	0.0	0.0	0.0	0.0	2000 to 10000	4	4	2018
21409	1546	11.0	7.0	3.0	0.0	7.4	7.4	0.0	less than 2000	10	8	2012
13395	90	4.6	2.3	0.0	0.0	0.0	0.0	0.0	less than 2000	30	3	2017
21096	242	-4.0	-6.8	-9.5	11.0	0.0	0.0	0.0	less than 2000	21	11	2013
6271	597	27.5	21.9	16.2	0.0	0.0	0.0	0.0	less than 2000	14	3	2011
20236	858	-4.5	-7.5	-10.5	0.0	0.0	0.0	0.0	less than 2000	29	6	2012
2583	0	5.8	-3.1	-12.0	22.0	4.1	4.1	0.0	less than 2000	19	9	2010
17527	4	-5.0	-8.5	-12.0	24.0	0.0	0.0	0.0	less than 2000	16	6	2011
17513	152	-8.5	-15.0	-21.5	23.0	1.4	0.0	1.6	less than 2000	20	10	2015
18532	1981	17.0	8.8	0.5	0.0	0.0	0.0	0.0	less than 2000	31	3	2015
15921	2255	28.5	21.5	14.5	0.0	0.4	0.4	0.0	2000 to 10000	20	10	2017
14391	85	9.4	5.3	1.1	0.0	2.6	2.6	0.0	less than 2000	11	7	2014
13616	258	0.3	-0.3	-0.8	0.0	0.0	0.0	0.0	less than 2000	17	3	2018
4432	663	6.0	0.4	-5.2	0.0	0.0	0.0	0.0	less than 2000	9	8	2018
19923	553	14.5	11.0	7.5	0.0	0.0	0.0	0.0	less than 2000	19	6	2015
1382	630	25.2	21.6	18.0	0.0	39.5	39.5	0.0	less than 2000	15	7	2011
15822	2135	24.0	20.8	17.5	0.0	0.0	0.0	0.0	2000 to 10000	30	1	2017
1416	1292	31.1	25.6	20.0	0.0	0.0	0.0	0.0	less than 2000	11	10	2011
18481	373	9.5	2.5	-4.5	2.0	0.0	0.0	0.0	less than 2000	9	3	2015
12022	248	24.2	18.6	12.9	0.0	3.0	3.0	0.0	less than 2000	15	4	2012
8259	24	12.0	7.4	2.7	0.0	0.0	0.0	0.0	less than 2000	21	6	2015
19205	3201	24.5	19.8	15.0	0.0	0.0	0.0	0.0	2000 to 10000	23	5	2015
13401	505	6.5	3.4	0.3	0.0	0.0	0.0	0.0	less than 2000	30	9	2017
20985	218	6.5	3.0	-0.5	8.0	0.0	0.0	0.0	less than 2000	7	3	2010
1554	1960	29.0	23.3	17.6	0.0	0.0	0.0	0.0	less than 2000	27	9	2015
19266	2590	27.0	22.0	17.0	0.0	14.6	14.6	0.0	2000 to 10000	10	5	2016
10923	144	-3.3	-7.7	-12.0	41.0	0.0	0.0	0.0	less than 2000	23	5	2014
20209	423	11.0	8.5	6.0	0.0	0.0	0.0	0.0	less than 2000	2	4	2016
12803	2304	19.0	11.0	3.0	0.0	0.0	0.0	0.0	2000 to 10000	15	6	2015
17517	1948	-5.0	-8.5	-12.0	24.0	0.0	0.0	0.0	less than 2000	26	11	2017
4851	22	-9.3	-12.2	-15.0	21.0	0.6	0.0	2.2	less than 2000	28	1	2013
15930	1830	30.0	25.3	20.5	0.0	2.4	2.4	0.0	less than 2000	31	8	2012
8472	283	14.1	9.2	4.2	0.0	0.0	0.0	0.0	less than 2000	20	7	2013
19678	878	24.5	16.8	9.0	0.0	0.8	0.8	0.0	less than 2000	27	10	2015
17574	4	-3.0	-8.8	-14.5	22.0	1.2	0.0	2.0	less than 2000	14	2	2017
19232	3709	28.0	21.5	15.0	0.0	0.0	0.0	0.0	2000 to 10000	29	4	2010
11291	0	3.7	0.6	-2.6	0.0	0.3	0.0	0.5	less than 2000	6	9	2014
5049	78	4.5	1.3	-2.0	52.0	0.0	0.0	0.0	less than 2000	11	3	2012
5473	1471	14.0	11.3	8.5	0.0	0.8	0.8	0.0	less than 2000	27	1	2011
16269	1313	18.5	14.5	10.5	0.0	0.0	0.0	0.0	less than 2000	26	2	2017
13553	560	-0.2	-3.5	-6.8	0.0	0.0	0.0	0.0	less than 2000	5	8	2014
16633	1712	14.0	9.0	4.0	0.0	0.0	0.0	0.0	less than 2000	14	9	2015
12956	672	9.8	8.1	6.4	0.0	0.0	0.0	0.0	less than 2000	2	7	2011
16387	1110	13.0	5.5	-2.0	0.0	0.0	0.0	0.0	less than 2000	25	9	2015
16964	4	6.0	-2.8	-11.5	16.0	16.8	11.0	6.4	less than 2000	10	7	2010
1373	2427	28.0	20.7	13.3	0.0	0.0	0.0	0.0	2000 to 10000	8	7	2017
14349	260	9.0	4.9	0.7	10.0	0.0	0.0	0.0	less than 2000	13	5	2018
814	0	2.5	-2.7	-7.8	0.0	0.0	0.0	0.0	less than 2000	26	3	2018
5957	495	30.4	25.1	19.8	0.0	1.0	1.0	0.0	less than 2000	22	7	2013
9474	684	28.0	21.3	14.6	0.0	0.0	0.0	0.0	less than 2000	27	12	2017
22163	574	26.5	23.0	19.5	0.0	0.0	0.0	0.0	less than 2000	20	5	2015
17548	1756	-5.0	-7.3	-9.5	23.0	0.0	0.0	0.0	less than 2000	10	12	2017
11089	109	2.0	0.0	-2.0	31.0	0.0	0.0	0.0	less than 2000	6	5	2012
2757	33	2.0	-1.7	-5.3	20.0	0.0	0.0	0.0	less than 2000	17	4	2016
20860	0	-4.0	-7.3	-10.5	32.0	0.0	0.0	0.0	less than 2000	28	3	2017
19659	3156	24.0	17.0	10.0	0.0	0.0	0.0	0.0	2000 to 10000	10	10	2018
5257	650	12.4	6.0	-0.5	0.0	0.2	0.2	0.0	less than 2000	19	7	2012
8508	581	20.0	14.9	9.7	0.0	7.1	7.1	0.0	less than 2000	29	3	2014
11927	3029	20.1	15.0	9.9	0.0	0.0	0.0	0.0	2000 to 10000	17	1	2017
9068	1021	25.6	17.9	10.2	0.0	0.0	0.0	0.0	less than 2000	27	12	2011
2476	15	-6.5	-10.1	-13.6	12.0	0.0	0.0	0.0	less than 2000	16	5	2016
9884	421	11.8	6.4	1.0	0.0	0.0	0.0	0.0	less than 2000	19	4	2018
16174	806	26.0	20.0	14.0	0.0	0.0	0.0	0.0	less than 2000	16	10	2012
21166	2	5.0	0.0	-5.0	4.0	0.0	0.0	0.0	less than 2000	24	2	2016
578	891	21.3	18.4	15.5	0.0	0.8	0.8	0.0	less than 2000	6	2	2018
10549	26	-0.2	-6.6	-13.0	10.0	1.2	1.0	0.6	less than 2000	17	6	2014
6784	2012	20.7	11.3	1.9	0.0	0.0	0.0	0.0	2000 to 10000	4	2	2016
2500	166	1.8	-0.5	-2.8	10.0	0.0	0.0	0.0	less than 2000	19	1	2012
21635	1746	29.5	21.0	12.5	0.0	0.0	0.0	0.0	less than 2000	13	5	2016
3125	1416	11.6	4.6	-2.4	0.0	0.0	0.0	0.0	less than 2000	5	8	2011
6933	616	5.5	2.7	-0.1	0.0	0.8	0.8	0.0	less than 2000	10	6	2017
1716	1794	24.1	18.4	12.7	0.0	0.0	0.0	0.0	less than 2000	10	1	2018
22321	1099	23.0	16.8	10.5	0.0	0.0	0.0	0.0	less than 2000	4	8	2012
1730	868	18.7	18.1	17.5	0.0	0.0	0.0	0.0	less than 2000	23	10	2014
21486	2698	27.0	16.8	6.5	0.0	2.6	2.6	0.0	2000 to 10000	13	11	2012
16348	997	11.5	8.8	6.0	0.0	0.0	0.0	0.0	less than 2000	16	1	2018
19960	946	19.5	15.5	11.5	0.0	0.0	0.0	0.0	less than 2000	10	7	2015
21184	1166	7.5	4.3	1.0	1.0	13.6	13.6	0.0	less than 2000	18	3	2017
19152	2666	21.5	17.0	12.5	0.0	0.6	0.6	0.0	2000 to 10000	3	4	2015
17423	10	1.0	0.5	0.0	23.0	0.4	0.4	0.0	less than 2000	24	3	2010
14179	40	1.4	-3.0	-7.3	24.0	31.0	26.0	5.0	less than 2000	5	11	2014
3425	132	22.9	17.0	11.0	0.0	4.0	4.0	0.0	less than 2000	23	12	2015
6532	383	19.0	13.8	8.5	0.0	6.4	6.4	0.0	less than 2000	14	6	2018
7637	1	-1.2	-5.1	-9.0	19.0	0.0	0.0	0.0	less than 2000	14	9	2016
20849	153	-2.5	-6.5	-10.5	32.0	4.6	0.0	3.0	less than 2000	11	5	2014
20704	21	2.0	0.3	-1.5	7.0	1.8	0.0	2.0	less than 2000	11	11	2016
17140	1638	-5.5	-15.3	-25.0	26.0	0.0	0.0	0.0	less than 2000	5	8	2017
1548	2169	28.0	21.8	15.5	0.0	0.0	0.0	0.0	2000 to 10000	26	7	2016
8250	0	16.0	6.7	-2.7	3.0	3.8	3.8	0.0	less than 2000	3	7	2012
6286	1883	30.5	23.8	17.0	0.0	3.0	3.0	0.0	less than 2000	20	10	2018
19689	2340	17.0	12.0	7.0	0.0	0.0	0.0	0.0	2000 to 10000	10	10	2012
14405	363	0.1	-4.9	-9.8	0.0	0.0	0.0	0.0	less than 2000	8	7	2015
14214	0	-3.5	-6.2	-8.8	26.0	4.0	3.0	1.2	less than 2000	7	4	2018
1975	2020	28.2	19.4	10.6	0.0	0.0	0.0	0.0	2000 to 10000	18	10	2015
17232	84	-7.5	-15.0	-22.5	22.0	0.0	0.0	0.0	less than 2000	30	8	2016
17985	148	-8.0	-10.5	-13.0	19.0	0.0	0.0	0.0	less than 2000	13	6	2013
10906	0	-14.0	-18.2	-22.3	27.0	0.3	0.0	0.3	less than 2000	19	4	2016
6300	2552	24.2	21.9	19.6	0.0	2.4	2.4	0.0	2000 to 10000	22	5	2013
12522	1593	22.3	17.6	12.9	0.0	1.1	1.1	0.0	less than 2000	27	10	2016
6436	1170	17.3	12.9	8.4	0.0	0.0	0.0	0.0	less than 2000	24	5	2017
16974	11	4.0	-2.5	-9.0	13.0	0.4	0.0	2.0	less than 2000	31	1	2013
1529	1842	27.0	22.2	17.4	0.0	1.3	1.3	0.0	less than 2000	21	11	2014
22949	146	-5.5	-10.3	-15.0	7.0	0.0	0.0	0.0	less than 2000	23	8	2018
22851	849								less than 2000	18	10	2015
5456	430	27.5	18.8	10.0	0.0	0.0	0.0	0.0	less than 2000	14	2	2013
8337	116	16.0	7.5	-1.0	0.0	0.0	0.0	0.0	less than 2000	19	5	2010
366	965	25.1	21.2	17.2	0.0	0.0	0.0	0.0	less than 2000	3	4	2018
1955	1851	15.2	8.6	2.0	0.0	0.0	0.0	0.0	less than 2000	27	8	2018
1732	367	18.7	18.1	17.5	0.0	0.0	0.0	0.0	less than 2000	23	4	2014
16141	2632	22.5	13.5	4.5	0.0	0.0	0.0	0.0	2000 to 10000	25	9	2013
17593	10	0.0	-3.5	-7.0	24.0	1.2	0.0	1.2	less than 2000	1	9	2013
17109	1026	-11.0	-17.0	-23.0	27.0	0.0	0.0	0.0	less than 2000	28	8	2017
18927	1751	25.0	18.0	11.0	0.0	6.8	6.8	0.0	less than 2000	23	3	2016
4950	13	-6.4	-12.7	-18.9	30.0	0.0	0.0	0.0	less than 2000	9	2	2013
10297	236	1.8	-4.2	-10.1	2.0	2.6	1.4	1.2	less than 2000	20	7	2017
8895	1963	25.5	19.0	12.5	0.0	0.0	0.0	0.0	less than 2000	11	12	2015
2292	324	8.4	7.6	6.7	0.0	11.6	10.2	1.4	less than 2000	28	11	2017
6661	2397	22.3	13.9	5.5	0.0	0.0	0.0	0.0	2000 to 10000	30	11	2014
15733	1540	32.5	26.0	19.5	0.0	0.0	0.0	0.0	less than 2000	18	1	2017
3137	1479	11.2	8.7	6.1	0.0	8.4	8.4	0.0	less than 2000	8	5	2014
18881	194	18.0	14.5	11.0	0.0	1.2	1.2	0.0	less than 2000	15	2	2013
5647	420	14.5	13.0	11.5	0.0	2.7	2.7	0.0	less than 2000	19	2	2014
21867	1119	35.5	29.3	23.0	0.0	0.0	0.0	0.0	less than 2000	7	11	2015
8660	2546	20.5	17.2	13.9	0.0	0.0	0.0	0.0	2000 to 10000	13	1	2016
20927	81	9.0	5.0	1.0	16.0	0.0	0.0	0.0	less than 2000	10	1	2012
9216	529	19.4	17.9	16.3	0.0	1.0	1.0	0.0	less than 2000	29	10	2012
5949	529	34.0	28.6	23.1	0.0	0.2	0.2	0.0	less than 2000	8	10	2017
13667	0	-0.2	-3.0	-5.7	21.0	0.0	0.0	0.0	less than 2000	15	11	2015
21264	188	2.5	-1.8	-6.0	0.0	0.0	0.0	0.0	less than 2000	12	10	2018
610	752	19.7	17.1	14.4	0.0	0.4	0.4	0.0	less than 2000	18	5	2017
22504	778	21.5	14.3	7.0	0.0	4.0	4.0	0.0	less than 2000	28	4	2014
8812	1733	25.5	22.1	18.7	0.0	10.0	10.0	0.0	less than 2000	15	5	2015
17273	142	-1.0	-5.5	-10.0	19.0	6.8	1.0	5.8	less than 2000	25	1	2016
18920	2344	23.0	16.3	9.5	0.0	0.0	0.0	0.0	2000 to 10000	17	9	2016
3896	333	23.4	16.6	9.7	0.0	0.0	0.0	0.0	less than 2000	8	8	2017
3747	1787	21.3	19.6	17.8	0.0	0.0	0.0	0.0	less than 2000	18	9	2011
11531	1781	24.0	14.2	4.4	0.0	0.0	0.0	0.0	less than 2000	18	7	2017
18387	56	1.0	-2.8	-6.5	20.0	2.0	2.0	0.0	less than 2000	15	8	2010
13398	119	4.6	2.3	0.0	0.0	0.0	0.0	0.0	less than 2000	5	4	2013
4102	1903	17.0	15.0	13.0	0.0	17.2	17.2	0.0	less than 2000	14	7	2013
16821	196	1.5	0.5	-0.5	2.0	2.0	0.0	2.2	less than 2000	26	4	2015
15171	195	20.5	17.3	14.0	0.0	24.0	24.0	0.0	less than 2000	7	3	2013
9516	1706	27.1	23.8	20.5	0.0	1.1	1.1	0.0	less than 2000	8	1	2014
8055	4	1.8	-0.4	-2.5	37.0	0.0	0.0	0.0	less than 2000	8	8	2011
20234	326	7.5	3.3	-1.0	0.0	3.8	3.8	0.0	less than 2000	3	9	2013
12313	680	28.1	20.3	12.5	0.0	6.4	6.4	0.0	less than 2000	18	12	2013
1879	1191	26.7	22.3	17.8	0.0	0.0	0.0	0.0	less than 2000	31	7	2017
10018	151	11.5	9.0	6.4	0.0	1.2	1.2	0.0	less than 2000	17	1	2018
14114	163	-7.2	-14.6	-22.0	38.0	0.0	0.0	0.0	less than 2000	6	5	2014
18022	52	-13.5	-17.3	-21.0	18.0	0.0	0.0	0.0	less than 2000	27	7	2015
11107	30	0.6	-1.6	-3.7	25.0	0.0	0.0	0.0	less than 2000	23	6	2018
8299	0	2.4	-0.7	-3.7	0.0	7.0	7.0	0.0	less than 2000	24	2	2016
13494	311	8.7	4.5	0.2	0.0	10.8	10.8	0.0	less than 2000	3	12	2010
262	839	17.4	10.9	4.4	0.0	0.0	0.0	0.0	less than 2000	13	1	2014
5562	683	15.3	10.9	6.5	0.0	0.0	0.0	0.0	less than 2000	17	7	2017
6031	2344	23.3	16.6	9.9	0.0	0.0	0.0	0.0	2000 to 10000	15	6	2010
20462	41	-2.5	-4.5	-6.5	5.0	0.0	0.0	0.0	less than 2000	5	2	2017
19545	1634	26.0	22.0	18.0	0.0	0.0	0.0	0.0	less than 2000	9	4	2012
11662	1811	20.5	14.0	7.4	0.0	0.0	0.0	0.0	less than 2000	21	8	2015
12233	971	26.2	20.2	14.2	0.0	0.0	0.0	0.0	less than 2000	25	4	2015
12817	571	21.1	16.7	12.2	0.0	5.1	5.1	0.0	less than 2000	31	3	2015
17164	474	4.0	-4.5	-13.0	25.0	11.8	3.0	8.8	less than 2000	28	1	2014
9873	925	10.4	6.2	1.9	0.0	0.0	0.0	0.0	less than 2000	13	8	2018
1612	1977	27.5	23.6	19.6	0.0	0.0	0.0	0.0	less than 2000	14	8	2015
15622	2503	26.5	19.3	12.0	0.0	4.0	4.0	0.0	2000 to 10000	21	6	2015
15672	1205	26.5	20.3	14.0	0.0	0.0	0.0	0.0	less than 2000	17	9	2018
19311	1434	26.5	22.3	18.0	0.0	1.0	1.0	0.0	less than 2000	23	10	2015
15173	127	20.5	17.3	14.0	0.0	24.0	24.0	0.0	less than 2000	1	9	2012
2804	13	-3.7	-4.7	-5.7	27.0	0.2	0.0	0.2	less than 2000	2	10	2016
10304	305	-6.9	-7.6	-8.2	1.0	0.0	0.0	0.0	less than 2000	11	2	2010
21617	1797	23.5	18.8	14.0	0.0	1.2	1.2	0.0	less than 2000	18	11	2010
2705	40	1.3	-1.1	-3.5	23.0	0.4	0.0	0.4	less than 2000	3	7	2017
17827	206	2.5	-1.8	-6.0	40.0	0.0	0.0	0.0	less than 2000	27	1	2015
16588	720	16.5	8.0	-0.5	0.0	0.0	0.0	0.0	less than 2000	30	12	2013
7984	4	-7.3	-12.6	-17.9	46.0	0.0	0.0	0.0	less than 2000	10	7	2011
20248	337	-1.0	-5.5	-10.0	0.0	0.0	0.0	0.0	less than 2000	25	11	2013
8570	565	16.8	14.2	11.5	0.0	17.7	17.7	0.0	less than 2000	25	1	2014
5729	2037	24.1	16.3	8.5	0.0	0.0	0.0	0.0	2000 to 10000	23	2	2010
16272	2353	18.5	14.5	10.5	0.0	0.0	0.0	0.0	2000 to 10000	2	11	2012
4327	450	10.5	9.5	8.4	0.0	2.5	2.5	0.0	less than 2000	10	4	2016
17756	1492	-3.0	-5.8	-8.5	64.0	0.0	0.0	0.0	less than 2000	4	3	2012
18133	0	-6.5	-7.5	-8.5	13.0	0.0	0.0	0.0	less than 2000	17	8	2018
2430	101	-4.8	-13.0	-21.2	10.0	4.3	1.6	3.0	less than 2000	1	8	2011
14640	65	1.5	-4.0	-9.5	3.0	0.0	0.0	0.0	less than 2000	30	12	2015
19437	2689	29.0	21.5	14.0	0.0	0.0	0.0	0.0	2000 to 10000	21	4	2015
2591	44	3.2	1.6	0.0	19.0	0.0	0.0	0.0	less than 2000	4	7	2014
4278	436	13.8	11.7	9.5	0.0	5.9	5.9	0.0	less than 2000	13	2	2015
290	1414	17.4	10.7	4.0	0.0	0.0	0.0	0.0	less than 2000	21	8	2013
1736	485	23.9	18.1	12.2	0.0	0.0	0.0	0.0	less than 2000	7	4	2016
20919	0	4.0	2.5	1.0	20.0	13.0	13.0	0.0	less than 2000	3	8	2018
18426	354	5.5	2.5	-0.5	10.0	0.0	0.0	0.0	less than 2000	11	10	2013
10155	269	1.9	-1.6	-5.0	0.0	0.0	0.0	0.0	less than 2000	16	10	2018
12230	2099	26.2	20.2	14.2	0.0	0.0	0.0	0.0	2000 to 10000	4	4	2014
1873	575	25.0	16.7	8.4	0.0	3.4	3.4	0.0	less than 2000	6	9	2012
5308	458	13.5	5.7	-2.1	0.0	2.0	2.0	0.0	less than 2000	23	8	2016
5522	2432	23.0	13.5	4.0	0.0	0.0	0.0	0.0	2000 to 10000	5	1	2012
19916	1066	14.5	11.0	7.5	0.0	0.0	0.0	0.0	less than 2000	5	7	2011
22204	2209	25.5	21.8	18.0	0.0	1.2	1.2	0.0	2000 to 10000	21	8	2012
9533	565	27.7	24.7	21.7	0.0	6.3	6.3	0.0	less than 2000	25	1	2015
13981	132	3.3	1.9	0.5	6.0	0.0	0.0	0.0	less than 2000	8	9	2013
17906	60	4.0	2.0	0.0	25.0	12.0	12.0	0.0	less than 2000	14	8	2016
3103	1020	19.9	13.5	7.0	0.0	0.4	0.4	0.0	less than 2000	4	11	2012
15952	1029	27.0	21.8	16.5	0.0	0.0	0.0	0.0	less than 2000	22	4	2015
20478	132	-11.0	-12.8	-14.5	12.0	0.0	0.0	0.0	less than 2000	15	8	2018
9679	1554	11.5	8.2	4.9	0.0	0.0	0.0	0.0	less than 2000	26	5	2014
14490	5	12.5	4.8	-3.0	0.0	8.0	8.0	0.0	less than 2000	28	9	2014
5748	3346	20.0	18.8	17.5	0.0	5.0	5.0	0.0	2000 to 10000	17	4	2015
19757	2842	20.5	13.0	5.5	0.0	0.0	0.0	0.0	2000 to 10000	22	7	2016
1146	631	11.2	8.0	4.8	0.0	4.2	4.2	0.0	less than 2000	6	2	2014
20671	239	-5.0	-11.5	-18.0	14.0	0.0	0.0	0.0	less than 2000	18	2	2013
2241	393	11.0	8.5	6.0	0.0	0.0	0.0	0.0	less than 2000	8	10	2010
9834	296	15.0	10.5	5.9	0.0	8.8	8.8	0.0	less than 2000	11	4	2016
18518	137	4.0	3.3	2.5	0.0	27.8	27.8	0.0	less than 2000	30	12	2016
12012	990	22.8	17.7	12.5	0.0	3.1	3.1	0.0	less than 2000	5	1	2017
9498	810	23.0	16.1	9.2	0.0	0.0	0.0	0.0	less than 2000	26	3	2017
20163	396	10.0	7.5	5.0	0.0	0.0	0.0	0.0	less than 2000	18	4	2013
16004	1101	20.0	16.3	12.5	0.0	0.0	0.0	0.0	less than 2000	30	3	2017
12322	586	24.6	21.1	17.6	0.0	0.4	0.4	0.0	less than 2000	30	7	2018
21458	535	23.0	14.5	6.0	0.0	0.0	0.0	0.0	less than 2000	22	1	2015
18459	216	2.0	1.0	0.0	3.0	7.2	7.2	0.0	less than 2000	24	10	2011
3141	424	6.0	4.8	3.5	0.0	3.7	3.7	0.0	less than 2000	1	8	2012
4564	61	4.0	2.9	1.8	0.0	0.8	0.8	0.0	less than 2000	24	9	2010
4401	732	5.9	0.7	-4.5	0.0	0.0	0.0	0.0	less than 2000	30	3	2015
15828	420	24.0	20.8	17.5	0.0	0.0	0.0	0.0	less than 2000	8	2	2018
4407	499	5.9	2.7	-0.5	0.0	3.5	3.5	0.0	less than 2000	20	11	2014
13762	586	-11.1	-12.9	-14.6	9.0	1.0	0.0	2.0	less than 2000	27	2	2016
390	1276	18.8	14.2	9.6	0.0	0.0	0.0	0.0	less than 2000	19	11	2012
22346	1026	31.0	25.0	19.0	0.0	0.0	0.0	0.0	less than 2000	10	5	2016
14834	327	10.0	8.5	7.0	0.0	3.0	3.0	0.0	less than 2000	15	2	2012
15778	1836	34.0	27.0	20.0	0.0	0.0	0.0	0.0	less than 2000	31	3	2016
20690	70	3.0	-0.8	-4.5	12.0	0.0	0.0	0.0	less than 2000	19	4	2017
17987	1306	-8.0	-10.5	-13.0	19.0	0.0	0.0	0.0	less than 2000	28	8	2013
8883	2770	23.0	17.8	12.5	0.0	0.0	0.0	0.0	2000 to 10000	12	5	2013
6147	415	24.5	18.9	13.2	0.0	0.0	0.0	0.0	less than 2000	20	10	2014
14257	0	-10.6	-17.1	-23.6	34.0	0.0	0.0	0.0	less than 2000	22	8	2014
20533	68	-6.5	-9.5	-12.5	13.0	3.8	0.0	4.0	less than 2000	18	6	2018
12094	1021	24.5	18.7	12.9	0.0	0.0	0.0	0.0	less than 2000	17	7	2011
9189	2273	26.0	19.8	13.6	0.0	0.0	0.0	0.0	2000 to 10000	14	6	2014
15747	2231	28.0	23.8	19.5	0.0	0.0	0.0	0.0	2000 to 10000	17	12	2016
18922	2116	25.0	18.0	11.0	0.0	6.8	6.8	0.0	2000 to 10000	15	3	2014
14174	28	-4.9	-12.0	-19.0	24.0	0.6	0.0	0.6	less than 2000	11	4	2016
9972	1115	13.0	8.6	4.1	0.0	0.0	0.0	0.0	less than 2000	11	7	2015
9001	1734	23.0	19.1	15.2	0.0	0.0	0.0	0.0	less than 2000	23	4	2015
19706	99	15.5	13.3	11.0	0.0	3.8	3.8	0.0	less than 2000	17	8	2014
1378	1372	23.0	19.0	15.0	0.0	5.7	5.7	0.0	less than 2000	26	11	2013
16260	1926	19.0	13.8	8.5	0.0	0.0	0.0	0.0	less than 2000	20	1	2017
20821	805	-8.0	-14.0	-20.0	22.0	6.4	0.0	6.0	less than 2000	25	10	2011
16584	944	16.5	8.0	-0.5	0.0	0.0	0.0	0.0	less than 2000	23	12	2013
10202	65	-0.4	-3.2	-6.0	2.0	0.0	0.0	0.0	less than 2000	24	9	2013
22885	854	2.5	1.3	0.0	9.0	0.0	0.0	0.0	less than 2000	17	10	2018
2927	54	7.5	4.6	1.7	0.0	0.0	0.0	0.0	less than 2000	7	10	2018
19195	174	23.5	20.0	16.5	0.0	23.2	23.2	0.0	less than 2000	29	6	2012
3161	437	7.7	5.8	3.8	0.0	2.4	2.4	0.0	less than 2000	4	6	2017
15470	1826	22.0	19.8	17.5	0.0	9.2	9.2	0.0	less than 2000	14	5	2010
1718	522	24.1	18.4	12.7	0.0	0.0	0.0	0.0	less than 2000	15	7	2017
3152	97	6.1	3.4	0.6	2.0	8.6	8.6	0.0	less than 2000	3	12	2015
1227	1053	15.8	10.9	5.9	0.0	0.0	0.0	0.0	less than 2000	27	11	2014
1683	746	29.0	21.8	14.6	0.0	14.7	14.7	0.0	less than 2000	18	4	2014
4939	89	-8.0	-12.3	-16.5	30.0	0.0	0.0	0.0	less than 2000	8	9	2012
9221	1121	19.4	17.9	16.3	0.0	1.0	1.0	0.0	less than 2000	21	8	2018
19919	1201	14.5	11.0	7.5	0.0	0.0	0.0	0.0	less than 2000	17	2	2016
21284	1407	7.0	3.3	-0.5	0.0	0.0	0.0	0.0	less than 2000	5	4	2011
17792	90	9.0	-0.3	-9.5	56.0	0.0	0.0	0.0	less than 2000	19	3	2018
8720	783	29.5	22.1	14.6	0.0	2.6	2.6	0.0	less than 2000	7	5	2016
20530	9	-8.5	-12.3	-16.0	14.0	0.0	0.0	0.0	less than 2000	24	4	2016
14057	136	-4.3	-12.9	-21.4	10.0	0.8	0.0	1.0	less than 2000	12	11	2012
22958	206	1.5	-2.3	-6.0	5.0	0.0	0.0	0.0	less than 2000	27	4	2011
6276	305	30.7	23.3	15.9	0.0	0.0	0.0	0.0	less than 2000	4	6	2012
7808	1	-6.2	-11.3	-16.3	37.0	0.0	0.0	0.0	less than 2000	3	10	2013
22634	2032	14.5	7.3	0.0	0.0	0.0	0.0	0.0	2000 to 10000	8	7	2013
10000	1232	10.2	8.4	6.5	0.0	0.0	0.0	0.0	less than 2000	9	11	2011
4027	311	17.7	13.2	8.7	0.0	0.0	0.0	0.0	less than 2000	14	10	2018
11432	926	4.4	2.3	0.1	0.0	0.0	0.0	0.0	less than 2000	17	3	2015
1788	549	18.4	15.6	12.7	0.0	0.0	0.0	0.0	less than 2000	20	1	2017
214	189	6.5	4.2	1.9	0.0	1.8	1.8	0.0	less than 2000	11	8	2015
13688	66	-7.4	-15.2	-22.9	17.0	0.0	0.0	0.0	less than 2000	16	11	2018
12818	523	21.1	16.7	12.2	0.0	5.1	5.1	0.0	less than 2000	14	8	2017
1433	0	25.7	22.3	18.8	0.0	13.2	13.2	0.0	less than 2000	11	11	2014
1366	1623	24.5	17.2	9.9	0.0	0.0	0.0	0.0	less than 2000	6	10	2010
13360	201	0.0	-3.5	-7.0	0.0	0.0	0.0	0.0	less than 2000	19	8	2011
4204	1489	9.6	6.2	2.7	0.0	0.0	0.0	0.0	less than 2000	23	3	2015
17901	208	3.0	1.8	0.5	35.0	3.0	3.0	0.0	less than 2000	29	11	2010
15280	1601	32.0	21.5	11.0	0.0	0.0	0.0	0.0	less than 2000	6	3	2017
7795	70	-8.4	-14.8	-21.1	37.0	0.0	0.0	0.0	less than 2000	1	6	2013
8875	2375	22.0	17.0	12.0	0.0	0.0	0.0	0.0	2000 to 10000	19	12	2018
21469	1819	16.0	10.8	5.5	0.0	0.0	0.0	0.0	less than 2000	27	12	2011
5237	0	7.7	1.0	-5.7	10.0	2.9	2.4	0.5	less than 2000	6	1	2017
12723	924	28.2	21.5	14.8	0.0	0.0	0.0	0.0	less than 2000	13	6	2016
10765	9	-14.3	-17.4	-20.4	14.0	1.5	0.0	3.0	less than 2000	8	7	2018
6545	633	12.2	9.2	6.2	0.0	0.0	0.0	0.0	less than 2000	1	7	2012
19726	1176	19.0	16.0	13.0	0.0	0.4	0.4	0.0	less than 2000	25	4	2016
12770	2490	23.4	16.1	8.8	0.0	0.0	0.0	0.0	2000 to 10000	4	7	2016
21846	1454	31.5	24.8	18.0	0.0	0.4	0.4	0.0	less than 2000	11	10	2015
2303	383	-0.1	-0.6	-1.0	1.0	0.0	0.0	0.0	less than 2000	3	9	2015
